-0.0713621+0.184388j -0.324929-0.157847j 0.321559-0.692389j 0.0321968-0.0946965j -0.014392+0.0648327j -0.307327+0.575966j 0.28243-0.122579j -0.294907+0.396072j -0.400848+0.644244j -0.7087+0.628658j 0.144586-0.0573044j 0.90612-1.39709j 0.332183-0.261336j -0.00910225-0.30259j 0.194204-0.453187j 1.24697-1.59605j -0.930669+1.16086j 1.18829-1.58709j -0.85697+1.30941j -0.177511-0.302949j 0.3325-0.160739j -1.37301+1.95677j 1.09456-1.58027j 0.46671-0.932424j 0.825825-1.41537j -2.04954+2.73203j 0.0282581-0.104446j 0.438092-0.63202j 0.136334-0.0742422j 1.07787-1.23195j -0.727604+0.846465j 1.43184-1.4647j -1.72025+1.39455j -0.741742+0.978519j -0.866853-1.5536j 0.988011-0.935101j -0.628354+0.686151j 1.76254-1.30458j -1.91343+1.65171j -0.831879+1.02636j -1.63074+1.66506j -0.301515+0.345099j 0.491966-0.455209j 0.652537-0.577117j -3.20026+3.10496j 0.973358-0.960761j -0.521962+1.02257j 1.56366-1.60037j -1.50342+1.82456j -0.291705+0.959905j 0.0207743-0.24895j -0.664097+1.56634j 1.41572-0.935243j -0.653941+1.05757j 1.39775-1.14915j 0.8146-0.0997336j -0.238915-0.366184j -0.0347077+0.0131861j -2.04412+1.14999j -0.0303806-0.198738j 1.47991-1.14917j 1.02647+0.123155j -0.0560123-0.735185j -1.29093+0.333862j 0.510719-0.346682j -0.559905-0.401823j 0.968398+0.781743j 0.283839-0.703245j 1.20573+0.92212j -0.909878+2.46631j 
0.423664-0.129976j -0.475721-0.595585j 0.098816+1.45323j 1.09673-0.78436j -0.0866656+0.343799j -1.66827-3.63241j 1.33963+0.343062j -0.356847-2.25766j -2.57165-3.79431j -3.06241-5.4392j 1.02968+0.997133j 2.71538+6.59758j -0.510985+2.19868j 0.0189856+0.125591j 1.35712+2.37683j 2.77842+7.89302j -1.83427-7.78346j 2.42598+8.85193j -1.12944-6.64204j 0.257958-0.398294j 0.455134+2.98505j -2.15299-11.2037j 1.77848+8.78112j 0.433147+4.57586j 1.43935+7.4916j -2.84992-17.1274j 0.988921+3.06129j 1.24243+3.94782j -0.838598+0.14672j 0.800587+9.25481j 0.4302-5.12183j 1.14364+11.2089j -1.72897-10.4143j -1.08476-4.77374j 7.06815+1.71209j 0.174695+6.85023j 0.653825-5.03321j -0.0982127+10.2488j 0.0984021-10.5115j -0.395937-4.72839j 0.464581-8.01928j -0.679387-0.125012j -0.995214+3.61837j -0.33501+1.7572j 2.05896-15.2815j -1.51869+7.32645j 1.43336-4.36204j -1.76697+8.17535j 2.47828-10.9335j 0.525222-2.28643j 0.760603+0.287119j 2.2819-6.26375j -2.03768+9.22835j 2.47355-7.93915j -2.32177+8.6487j -1.13086+2.52703j 0.577122-1.33307j 1.39067+2.73262j 1.5755-6.32836j -1.78071+0.527839j -2.62589+3.33712j -3.92809+3.63653j -0.636438+1.69274j 1.34696-0.475796j -2.53197+3.86522j 0.321371+0.189627j 1.9553+0.815472j -0.593251+0.18585j 2.0286-1.64796j 3.02418+2.39442j 
-0.187004-3.13408j 1.94199-0.244742j -0.035844+0.4391j 1.33238-0.959024j -0.325592+0.295709j 0.00467974-0.0180703j -0.986148-0.307829j -0.252108+0.646607j 0.336767-0.343905j 1.06478+1.09508j 0.263108-0.230318j -1.82589-0.605294j -0.0959803+0.37782j -0.0173009+0.7393j -0.667283+0.13377j -0.894421-0.0589165j -0.0973509+0.197449j -0.914424+0.0072488j -0.079546+0.947987j 0.0544747+0.169445j 0.0291718-0.704808j 0.527116+0.75653j -0.911043-0.838561j 0.040329-0.594415j -0.432437-0.195707j 2.10728+1.9472j -0.623432-0.561091j -0.243377-0.161003j -0.258301-0.342744j -1.06946-1.05253j 0.54756+0.674952j -1.38477-0.728709j 1.41501+0.320563j 0.314072+0.174528j -0.885651+0.779642j -0.673975-0.317732j 0.6058+0.526539j -1.5276-0.502131j 1.06508+0.327262j 0.363899+0.335261j 0.742692+0.269117j 0.0696306+0.0916758j -0.361012-0.209341j 0.0249248+0.287864j 1.45015+0.983204j -0.517236-0.629289j 0.245354+0.465243j -0.761563-0.700037j 0.945365+0.83317j 0.201256-0.170144j -0.187792+0.351569j 0.553826+0.684811j -0.975169-0.74656j 0.670266+0.4181j -1.07856-0.890748j -0.165021-0.255898j 0.00135703+0.239122j -0.179507+0.0450739j 0.855377+0.772362j -0.176438-0.0333604j -0.632692-0.177125j -0.361742-0.325881j -0.27224-0.187464j 0.406977+0.116901j -0.123871-0.292398j -0.0233305-0.198203j 0.38071+0.239035j 0.260882+0.719052j -0.584315+0.368672j -0.00409164-0.226535j 
0.753125-0.0443441j -1.19222-1.44855j 1.13497+5.12916j 3.65077-0.220529j -0.0498692+0.345398j -6.08573-10.5365j 3.99931+2.00239j -1.29559-7.50903j -8.72012-11.2599j -9.81524-16.6231j 3.43495+3.10671j 9.21892+21.888j -2.41984+7.56331j 1.6387+0.346136j 4.81717+7.46321j 9.40726+26.8404j -6.14295-24.5022j 7.96256+29.0701j -5.62391-21.4607j 2.51065-1.72294j 0.765404+9.2747j -8.31955-36.0909j 7.11249+28.2502j 2.54957+15.2484j 5.76614+24.032j -10.0605-54.2492j 1.4383+8.35394j 3.82625+12.0192j -1.74872+1.17095j 3.16444+28.5479j 0.292448-15.9754j 3.23458+35.1363j -3.84408-34.3336j -3.77068-16.3133j 23.2883+4.40489j 0.665845+22.2177j 1.77069-15.9171j -1.27716+34.3044j 0.753434-35.4278j -2.11316-15.9073j 0.910869-28.6j -1.60872-1.81454j -2.44204+11.5444j -0.655576+8.2924j 4.35023-54.4516j -2.987+24.2717j 0.674831-16.1508j -4.25107+28.8004j 4.99961-35.8462j -0.133074-9.42296j 2.62198+2.08338j 3.85141-21.7144j -5.00957+29.4345j 3.70502-24.1011j -6.55709+26.8152j -3.44944+7.10279j 1.10427-0.752882j 4.37115+8.09218j 6.2945-21.3704j -4.06116+3.35631j -9.08123+15.1194j -8.35895+12.1586j -2.16908+7.17725j 2.67255-2.82675j -5.75628+9.99516j -0.274114-1.37746j 5.5681+0.378071j 0.421405-1.7371j -3.56481+2.82348j 1.28524+1.82101j 
-0.50092-0.256745j 0.848034+0.0518224j -0.672265-2.75985j -1.43251-0.233955j -0.0266927+0.189834j 2.98598+5.52266j -1.64909-1.007j 1.36051+3.77848j 4.2916+6.01344j 4.72787+7.57077j -1.41126-1.02413j -5.8172-11.5396j 0.150009-4.41082j -0.66094-0.353108j -2.16778-3.80025j -5.96602-13.8427j 4.27747+12.6039j -5.61171-14.6269j 3.72249+11.5846j -1.58626+0.527346j -0.485196-4.3446j 5.7697+18.8137j -4.88825-14.9913j -2.40689-8.23309j -4.3437-12.6533j 8.36093+29.1753j -1.61701-4.55567j -2.39488-6.06528j 0.809385-1.20798j -2.76098-15.6389j 0.753087+8.9402j -4.53269-18.7437j 4.87243+18.2273j 2.69187+8.86949j -13.3094+0.176259j -2.04711-11.8673j 0.522723+8.84373j -2.63649-19.1332j 2.65925+19.0244j 2.2898+8.67197j 2.4725+15.2205j 0.69905+0.887771j -0.161761-6.20619j 0.129164-4.04964j 2.02999+29.57j -0.885465-13.6241j 1.31221+9.39529j -0.65455-16.1348j 0.159015+19.6551j 0.320634+6.02566j -1.37961-0.970786j -0.24921+12.9647j -1.81727-15.5221j 0.991164+13.6535j 0.349918-16.0658j -0.73044-3.70901j 0.260355+0.380649j -1.79106-3.52776j 0.353637+11.4795j 0.0813604-3.22253j 2.62179-10.7106j 1.91599-7.36794j -0.0819915-4.28897j -1.34619+2.0352j 2.63325-6.20763j -0.340013+1.17085j 1.03405+1.07004j 2.03834+2.69937j -0.167526+0.44079j 1.21364-1.57791j 
3.4172-0.0632171j -5.79052-5.65658j 1.58571+20.4664j 13.7239-1.63561j -0.172792+1.61595j -23.6474-44.0091j 16.0814+8.25362j -2.94296-30.3276j -35.4512-48.1097j -39.3199-66.407j 15.0959+12.1419j 31.2436+89.8256j -13.4976+30.3105j 3.96451+3.18236j 18.5647+30.2078j 29.4232+108.551j -19.1688-99.9293j 24.2206+116.39j -14.4882-88.9495j 9.72567-4.17153j 1.98142+35.2909j -21.6087-146.301j 18.8851+114.983j 4.18845+63.5242j 14.3898+98.768j -23.4304-221.232j 7.23871+33.4412j 12.4936+49.0485j -9.7741+5.25942j 3.13497+117.511j 7.12648-66.8362j 2.58255+143.733j -5.01997-139.258j -7.83257-66.2013j 96.5918+27.4516j -4.64231+89.8414j 13.1237-65.4093j -17.3293+136.725j 13.8932-143.674j -2.88355-67.7293j 11.7242-115.655j -9.33938-4.857j -16.2306+48.4982j -9.45616+34.261j 39.1068-220.654j -22.4458+97.0454j 9.68438-61.4697j -28.2575+114.131j 32.1381-144.597j 3.83992-34.944j 9.45281+3.27899j 21.7355-87.5832j -33.8127+115.196j 26.8505-97.9838j -39.3691+105.88j -20.233+29.7807j 4.36116-2.24716j 11.8806+32.3847j 39.0823-87.0181j -17.1404+12.6065j -45.0331+62.7541j -39.0316+46.6285j -5.68111+29.7279j 15.4914-6.17287j -28.723+42.4127j -2.46202-1.40796j 11.9814+1.90717j 3.33776-19.6915j -7.00155+5.83862j 3.40333+0.200239j 
-1.5151+0.0518741j 2.20841+2.66788j -0.781857-8.30708j -6.15431+0.733571j -0.332615-0.815596j 10.295+18.7359j -6.8649-2.89256j 1.07508+12.8224j 14.6915+20.0779j 17.0619+28.7477j -6.69423-5.44972j -13.0467-37.6262j 6.26453-12.6651j -2.13054-0.779277j -7.6367-13.133j -12.8137-46.0649j 7.36325+42.5145j -10.1782-50.3501j 5.7261+37.6405j -4.31483+2.11356j -1.31585-15.053j 8.66019+62.3436j -7.73397-48.7158j -1.39044-26.2746j -5.71292-41.5228j 9.73154+94.3731j -2.42877-14.4428j -5.33009-20.6449j 4.17821-2.21007j -0.0250325-49.7803j -3.03234+28.6421j -0.524377-61.0293j 2.28382+59.0039j 2.9398+28.0254j -40.7551-12.4642j 1.97686-37.7657j -5.28062+27.731j 6.61767-58.9018j -6.95745+60.3203j 0.621262+28.7789j -5.02126+48.4521j 3.961+1.51416j 7.27519-20.7435j 4.29903-14.1382j -18.0821+93.3727j 9.87751-41.7346j -4.72322+26.5643j 12.9985-47.0839j -13.9984+61.3309j -2.67013+15.8867j -3.6722-1.48841j -9.60898+37.4256j 15.3459-47.8291j -11.7278+43.918j 17.2048-44.966j 8.65578-12.7057j 0.507091+1.38286j -4.66267-13.0957j -17.6325+36.8178j 6.16807-4.62367j 18.5065-26.2731j 16.9525-18.3985j 1.79696-12.9487j -10.2843+3.22989j 11.3231-17.8323j -0.45788+3.56301j -4.72244+0.0917046j -1.97002+7.59366j 1.74966-2.70322j -1.94722+0.0221649j 
-6.71846+0.378584j 12.351+12.0113j -3.54059-42.5752j -28.9404+3.47891j -0.459808-3.30602j 48.6529+90.9886j -32.798-16.8913j 6.67683+63.6013j 72.3597+99.4253j 81.862+138.228j -31.0928-24.8222j -65.6503-187.496j 27.1774-64.3063j -9.6457-6.38401j -38.5346-62.7604j -62.4371-226.219j 40.2436+209.19j -52.5436-245.226j 31.1572+185.548j -19.7452+7.87705j -4.9032-75.0615j 47.5166+306.103j -41.7959-241.125j -10.2265-133.172j -31.7231-206.145j 52.9864+464.218j -14.955-70.3865j -26.014-102.054j 19.2207-11.44j -8.54513-244.994j -13.4606+140.556j -9.72034-301.915j 14.3201+289.749j 17.5173+137.884j -202.725-55.8474j 6.12908-187.366j -24.6083+136.844j 29.4041-287.116j -25.3638+300.432j 6.62602+140.487j -22.358+244.266j 18.3026+10.907j 30.6831-102.415j 18.6995-69.9338j -78.3753+461.942j 42.8209-204.591j -17.5498+133.164j 55.3205-239.96j -63.9556+302.707j -7.57982+73.5678j -18.923-10.8838j -41.8701+185.484j 67.4182-243.6j -52.4893+207.881j 75.1685-222.883j 42.2752-59.8594j -9.32038+5.37382j -23.7216-65.0184j -74.4716+186.595j 31.3655-23.829j 89.8019-135.254j 79.8883-94.8667j 10.3655-63.7842j -31.2539+14.8309j 51.3454-89.7844j -0.885296+4.31994j -28.4975-3.6185j -4.35392+43.0219j 12.942-13.0784j -6.64879-0.364403j 
1.3712+0.585047j -1.24426-0.838085j 0.494247+3.77686j 4.38124+0.0970651j -0.46752+0.398333j -5.81226-9.12206j 4.62365+1.51878j -0.307211-6.09499j -9.40656-9.64469j -9.88888-14.5361j 3.82551+2.93186j 8.01184+18.256j -4.06042+5.37939j 1.06588+0.103929j 5.13274+6.38561j 6.88327+21.5504j -3.28536-19.431j 5.13061+23.6662j -2.12243-17.6722j 2.09056-1.36102j -0.411675+7.32252j -3.52189-29.2689j 3.79546+23.0604j -0.180344+12.3336j 2.42572+19.3624j -3.19797-44.9091j 1.45657+6.63632j 2.54128+10.3859j -2.35697+0.701999j 0.0644503+22.6949j 2.9138-12.5867j -1.83897+27.8985j 0.312226-26.1599j -1.16888-13.1066j 17.8364+7.52607j -2.23669+16.8276j 4.21831-13.0725j -7.36134+25.7241j 6.6749-25.9999j 1.27491-13.8774j 6.54248-22.6587j -2.3317-1.43748j -5.80542+9.59241j -3.47261+5.6519j 15.2685-41.9851j -8.801+17.9056j 4.84419-11.753j -10.2764+21.1601j 10.2843-27.9562j 1.60058-6.83798j 3.4156+1.85004j 7.10353-16.0289j -11.704+22.9803j 7.93339-18.7526j -11.7485+20.0096j -7.58419+5.50564j 1.87539-0.508297j 2.79366+5.85246j 12.4965-14.9793j -6.69968+2.54305j -13.3042+12.1536j -10.9051+7.14703j -1.05817+6.10071j 4.87347+0.061175j -8.69457+8.26411j 0.792529+0.911549j 2.1421+2.29216j 1.25024-4.36277j -1.28053+2.14242j 0.829285+0.209168j 
-2.93303+0.316515j 5.60447+5.57774j -1.67912-19.8131j -12.5715+1.76727j -0.363431-1.88458j 22.0611+41.98j -14.6843-7.71307j 3.49246+29.4523j 32.3487+45.8477j 37.2778+63.0727j -14.0209-11.0942j -30.1636-86.8011j 11.7295-29.9938j -3.77632-3.28774j -17.4629-28.9227j -29.2264-104.769j 19.2063+96.527j -24.458-113.351j 15.255+85.6929j -8.76148+4.04389j -2.33097-35.1759j 22.9457+141.666j -19.9562-111.566j -5.58517-61.138j -15.3673-95.062j 26.4318+214.885j -6.28871-32.7783j -12.5989-47.1067j 8.58568-5.43716j -5.02147-113.492j -5.17158+65.0848j -5.77041-140.854j 8.66863+133.583j 7.50504+64.3973j -94.9943-24.8028j 1.88791-87.149j -10.3768+63.5051j 11.1749-133.374j -9.08457+139.405j 4.81679+65.44j -8.91977+113.245j 8.08754+5.8944j 12.8368-47.3229j 8.10369-32.6266j -32.3877+214.875j 17.8827-93.466j -6.51213+62.016j 23.1991-110.429j -27.2106+142.011j -2.81016+34.1111j -8.76677-4.88118j -14.7771+85.8819j 27.0002-113.711j -23.2742+96.9047j 31.9963-104.047j 15.5126-28.9515j -3.85395+3.25283j -12.9352-30.2884j -33.8544+86.8399j 17.3526-7.68746j 37.7934-63.8157j 33.4222-44.4738j 3.14215-29.1165j -14.6263+7.72642j 23.6224-42.3136j -0.354738+1.8717j -13.1103-1.94104j -2.01055+19.979j 5.74648-5.72435j -3.12693-0.217081j 
8.27381-0.900171j -16.6428-15.9813j 4.41243+56.4928j 37.4246-4.83396j 1.0124+4.47923j -64.0902-119.694j 43.1442+21.7418j -9.17765-84.1037j -93.9501-130.466j -107.554-181.921j 40.6999+32.2051j 86.5357+248.388j -34.9059+85.4691j 12.0733+8.02466j 50.5378+82.9555j 83.6993+299.538j -54.0069-275.921j 70.4374+323.244j -41.4307-246.25j 25.1571-10.8616j 7.25215+98.303j -64.2957-405.093j 55.8193+319.939j 14.166+176.646j 43.0744+273.188j -73.2261-614.516j 20.1336+93.8803j 34.9677+135.039j -24.8362+14.762j 14.2904+324.392j 16.4671-186.009j 14.9626+398.004j -21.3943-382.515j -24.6242-182.397j 268.964+71.8343j -7.38233+248.378j 30.6709-182.768j -37.2008+382.186j 31.4823-398.889j -9.05881-186.257j 27.9639-323.451j -22.9995-15.9976j -40.7923+133.653j -23.9626+93.3479j 96.4317-612.602j -55.5424+272.485j 21.3921-175.965j -69.6434+318.066j 80.5261-404.361j 11.0794-98.0869j 25.6881+12.268j 50.9685-244.74j -82.9223+322.566j 65.8926-273.009j -95.0923+298.703j -53.0381+82.1023j 12.0602-6.70478j 31.117+87.3813j 97.4877-245.978j -40.6496+32.2159j -114.337+178.774j -97.9177+126.334j -11.8637+83.368j 42.2182-20.6371j -69.5661+116.505j 0.8406-5.87895j 36.7669+5.54334j 6.04089-57.498j -17.4588+16.743j 8.93194+0.414796j 
-4.9186+0.564129j 9.36309+8.96297j -2.11106-32.2537j -20.7924+2.71366j -0.363334-2.53028j 36.66+68.4726j -24.536-12.4225j 5.4264+47.5577j 53.5353+74.3481j 61.2074+103.373j -23.2949-18.3577j -49.2297-140.875j 19.9824-48.6291j -6.79464-4.57462j -28.2534-47.3719j -47.8176-170.485j 30.3353+157.05j -40.3954-183.643j 23.6204+138.889j -13.6308+6.21762j -3.18805-56.1907j 36.0402+229.219j -32.2237-181.417j -7.78872-100.154j -24.1146-154.929j 40.2256+348.652j -11.0309-53.424j -20.3081-77.3786j 14.1907-8.29766j -8.30198-184.083j -11.1037+104.853j -8.06529-227.351j 12.1727+218.24j 12.8303+103.915j -152.838-41.6355j 4.63454-141.348j -19.0945+105.538j 23.8096-216.478j -17.2953+226.548j 5.29327+105.891j -15.9352+184.295j 15.0524+7.97228j 22.479-75.9313j 14.1769-53.6109j -57.7541+347.602j 30.3006-154.317j -11.9702+100.353j 38.4702-180.786j -44.9201+229.11j -6.65555+56.561j -15.0932-7.38697j -30.3016+138.947j 47.338-182.86j -36.8365+156.585j 55.792-170.063j 32.0595-45.9452j -7.28536+4.61633j -18.429-49.6449j -54.7017+139.312j 24.2763-17.4167j 66.7342-100.746j 57.2279-70.3588j 7.55685-47.5745j -25.7381+13.4096j 38.2198-67.5559j 0.731559+2.67427j -20.4084-4.46886j -3.44404+32.9902j 9.77117-8.54467j -5.3307-0.614101j 
11.6661-1.23061j -22.835-22.2726j 6.89129+79.6728j 50.7164-6.8288j 1.14812+7.38461j -89.0132-167.983j 59.2225+30.8535j -14.1356-118.147j -130.976-182.298j -150.055-254.221j 56.3609+44.8875j 121.881+347.541j -46.9554+120.552j 16.9075+11.9448j 69.9949+115.547j 118.675+419.815j -77.8506-387.215j 100.932+453.834j -60.448-345.027j 35.0234-15.3515j 9.73707+139.531j -93.0784-568.29j 80.1394+447.963j 22.0918+246.539j 62.1995+381.757j -108.583-863.185j 27.9538+131.078j 49.5147+189.126j -33.4437+21.7367j 22.7198+455.568j 19.7091-261.125j 24.6304+560.88j -35.47-536.652j -33.9777-256.69j 378.785+96.9291j -7.63052+348.516j 41.0963-254.288j -46.2057+536.457j 37.9474-560.099j -14.82-261.715j 33.8714-454.931j -33.9975-22.2148j -53.6921+186.779j -31.1869+130.111j 125.849-860.792j -68.729+383.193j 28.3416-246.305j -89.6476+447.651j 104.39-565.604j 12.3658-137.689j 35.3409+17.6885j 67.5673-342.662j -112.458+453.462j 83.8976-385.889j -128.19+418.565j -72.8564+114.498j 16.5837-11.9263j 44.7642+119.735j 129.468-345.419j -56.7078+43.4268j -155.97+252.131j -135.029+180.441j -19.5653+117.303j 59.9369-29.6849j -93.8584+166.557j 1.88987-7.01444j 50.7569+7.60504j 8.56982-79.8558j -23.5963+23.0746j 12.4383+1.13547j 
-0.712281+0.112415j 1.83466+1.74943j -0.281148-6.06176j -3.49445+0.462941j -0.733681-0.356462j 6.83557+13.2533j -4.26399-1.77942j 1.39045+9.73207j 9.48649+13.9886j 12.1542+19.5992j -4.19536-3.80254j -8.91332-26.8763j 3.27275-8.93582j -1.28387-0.289952j -5.34458-8.78471j -9.07593-32.4517j 5.65383+30.8606j -7.1749-35.2161j 3.78064+27.1378j -2.65543+1.15832j -0.64156-10.7113j 6.63631+45.1262j -6.17289-34.9589j -0.885522-19.623j -4.21826-30.1453j 8.4528+68.0701j -2.47121-10.2953j -3.47079-14.8535j 2.28978-2.43649j -2.10784-36.7831j -1.24585+21.3319j -2.03294-44.038j 2.3312+41.8291j 1.95585+20.8999j -28.8151-6.19293j 0.325713-28.1028j -2.3847+19.389j 3.76709-41.2419j -1.55223+43.8446j 2.09813+21.1468j -2.02961+35.4118j 2.06185+1.4245j 3.26774-14.6167j 3.59446-12.356j -10.1258+67.734j 4.39571-30.4147j -3.23958+20.305j 6.72596-35.9639j -7.65226+44.7978j -0.32517+10.1907j -2.80862-1.07092j -4.68248+27.6963j 7.91123-35.6605j -5.90614+29.5994j 8.94494-33.8576j 4.64469-7.54166j -3.76893+3.41819j -3.15201-10.6958j -10.2243+26.4159j 4.46644-4.53055j 11.4269-21.4805j 10.9736-13.6537j 1.04282-8.99245j -4.35283+2.56586j 7.26869-13.2584j 0.401406+0.29798j -3.73308+0.846033j -0.785138+6.24491j 1.3478-1.57678j -1.12299+0.136419j 
-13.5636+1.54772j 26.7307+25.8915j -7.61197-92.8614j -59.2348+7.96074j -1.39986-7.61496j 103.877+195.567j -68.9226-35.8497j 16.7361+137.463j 153.562+211.569j 174.354+296.511j -66.0679-52.7111j -141.747-403.925j 55.8783-139.769j -19.6948-13.3824j -81.8552-134.898j -138.254-488.287j 90.323+449.848j -117.948-527.841j 69.9989+400.817j -40.9205+19.3365j -10.9796-161.668j 108.58+660.515j -92.248-520.762j -24.1738-287.361j -72.3925-444.773j 122.547+1003.22j -33.2621-152.459j -56.9755-220.663j 38.9484-25.6469j -24.7059-529.894j -25.755+304.708j -27.9014-651.941j 39.0922+624.763j 41.7494+298.013j -439.812-112.723j 8.27125-406.47j -48.6125+297.378j 56.4514-624.449j -45.6224+651.315j 17.1876+305.966j -40.2152+530.178j 36.0495+26.512j 63.5108-219.666j 37.7397-151.605j -150.477+998.924j 83.8316-443.158j -31.7763+286.474j 107.085-519.65j -123.27+657.113j -15.203+163.019j -39.4018-18.7037j -80.0319+400.174j 132.479-527.305j -101.36+447.941j 151.746-485.072j 84.625-131.747j -19.8835+15.1422j -51.9688-140.357j -152.739+401.139j 67.4681-50.684j 183.198-291.903j 159.094-209.271j 18.6555-137.395j -69.8224+33.6679j 108.013-192.232j -1.62629+7.64508j -58.1711-9.02744j -9.79604+92.8088j 27.6484-26.2239j -14.5203-2.04034j 
-6.38641+0.727357j 14.0147+12.1418j -3.4921-45.5282j -29.7637+3.35846j -0.50837-3.40235j 53.8185+93.9925j -35.8115-17.2116j 8.4964+66.6207j 78.6178+102.417j 88.715+142.97j -33.2958-25.575j -73.6311-195.903j 28.2852-67.0892j -10.3395-5.7133j -41.8333-64.7473j -71.1216-235.539j 46.2782+217.638j -61.9357-255.268j 35.9609+194.831j -20.7782+9.3926j -4.9135-78.7435j 55.5486+318.525j -48.2533-251.441j -13.7289-138.494j -36.3089-213.898j 64.9085+484.939j -15.9476-73.5071j -29.2263-107.226j 20.6-11.3735j -13.717-256.39j -12.5867+145.904j -15.5107-315.352j 20.3119+302.272j 21.3645+144.22j -211.748-52.7838j 4.19672-194.564j -22.9756+142.967j 27.0824-300.489j -22.5172+314.147j 9.75945+148.436j -19.2605+255.466j 19.8659+11.8565j 31.7622-107.455j 17.7026-73.3105j -73.3753+484.168j 41.0096-214.395j -15.8151+138.344j 53.4851-250.954j -62.6091+318.233j -8.39552+76.2455j -20.7149-9.22695j -39.8116+194.331j 66.0043-253.555j -50.9631+216.33j 75.8363-236.392j 43.9102-63.2992j -9.89528+6.19555j -27.2744-68.3067j -77.8883+194.738j 34.0533-25.3401j 92.1696-140.973j 80.4846-101.293j 9.48062-66.7169j -35.9824+17.2598j 54.8714-94.4036j -1.78253+3.39559j -28.8464-3.50663j -4.11317+44.3034j 14.1813-12.278j -7.66865-1.33808j 
-10.458+1.32549j 20.7236+20.0616j -6.36394-71.6498j -45.4338+6.18316j -0.737775-6.13322j 80.3769+150.751j -52.2927-27.4764j 13.4183+106.554j 118.002+163.998j 135.167+228.515j -50.5775-40.583j -110.627-312.376j 41.8617-108.182j -15.2777-10.7886j -63.4021-104.349j -108.711-378.609j 72.3444+348.243j -92.4228-409.142j 55.5041+309.607j -31.0433+14.2097j -9.39497-125.082j 85.04+511.534j -73.874-402.468j -20.6661-221.863j -57.0027-344.208j 99.8672+777.259j -25.7607-118.337j -44.4073-171.045j 29.2805-19.9841j -23.1055-411.079j -17.6358+236.13j -26.0862-505.113j 32.7318+483.107j 32.3487+229.941j -340.72-85.9675j 4.29803-311.989j -34.8136+230.001j 39.9043-483.001j -30.8545+506.35j 16.8112+234.898j -26.8677+411.229j 28.9532+18.4777j 48.4255-170.279j 27.6335-117.263j -108.247+774.408j 60.1767-344.811j -24.2577+222.523j 77.7827-402.13j -93.5152+512.567j -9.85065+125.529j -30.4384-14.4377j -58.0404+309.558j 98.0768-406.712j -75.1997+347.428j 112.338-377.406j 65.0956-103.918j -16.2787+10.4192j -39.0659-109.394j -114.133+312.474j 51.8885-40.3504j 137.667-226.99j 120.48-162.609j 14.6026-105.298j -53.0081+26.1059j 81.8394-149.697j -1.06031+6.22844j -44.8611-6.68099j -7.19699+71.7202j 20.9252-20.4073j -10.9622-1.50764j 
-8.7671+1.02315j 16.8661+16.6161j -5.09759-58.8618j -36.0225+5.04605j -0.976102-5.69523j 65.4351+124.287j -42.5451-22.4223j 10.2944+87.3651j 95.9861+133.75j 110.808+188.467j -41.1267-33.2034j -90.3343-255.375j 33.9089-89.0939j -12.3819-7.98209j -51.0436-85.0782j -87.6407-309.764j 57.3514+286.51j -75.8946-335.7j 44.6167+255.533j -25.7871+12.4611j -7.11945-103.397j 69.4603+420.655j -60.7587-331.554j -17.7527-184.133j -47.7408-282.809j 81.9212+637.716j -21.5222-97.2813j -35.5364-139.818j 24.1115-15.711j -18.6544-336.952j -15.2017+192.051j -22.068-414.02j 27.4545+397.712j 26.4138+190.172j -281.23-70.6126j 3.44255-257.122j -28.1073+188.828j 32.1507-396.598j -24.4922+415.447j 13.0649+193.473j -21.4758+336.655j 22.4179+16.3683j 37.8073-139.992j 21.2448-95.5114j -88.1725+636.169j 49.0896-282.269j -17.6422+183.552j 63.9599-329.849j -74.6616+420.204j -8.88375+102.574j -25.9289-12.9937j -47.5962+254.34j 77.4985-334.583j -61.1384+285.367j 92.9523-309.734j 51.321-84.4762j -12.4772+7.4233j -33.56-89.0832j -94.2041+256.838j 41.0359-33.2548j 113.547-187.767j 97.8153-134.409j 11.4828-87.4631j -43.3594+22.2137j 65.83-123.816j -0.5313+4.8613j -36.8329-5.49847j -5.95627+58.8981j 16.7454-16.4699j -8.85511-1.43575j 
