-0.0193528-0.0944858j -0.00857711+0.805835j -0.208342-0.533623j -0.266147-2.56653j 0.0970971+1.17773j -0.232426-3.94973j -0.357001+0.340657j 0.0490913-6.71897j 0.0372991-1.26985j 0.069365-0.610454j -0.0916369+7.3647j -0.0305703+0.249522j 0.302243-9.75294j 0.119067-2.47174j -0.403306+7.42523j -0.237313+5.55291j 0.012609+1.40773j -0.317023+4.63057j 0.298235-5.32956j 1.16753-14.1397j 0.390839-3.24343j 0.538493-4.79273j 0.775522-6.83954j -0.103482-0.126876j -0.654734+5.55517j -0.767051+7.54187j 0.891486-5.41489j 1.2101-9.96276j 0.162224+0.918695j 0.727024-8.40942j 0.410807-3.47338j 0.38581-5.7646j 0.15114-1.9739j -0.50416+1.32715j 0.606171-4.59227j 0.56997-0.269584j 0.0684962+1.18678j 0.113484-2.24992j 0.496932-0.817109j -1.65854-0.341084j 0.963975-0.732835j 1.70449-0.941621j -0.730244-0.927146j -1.28783+2.43748j 3.60388-1.70693j -7.37756+2.21558j 1.45242-0.888709j -8.89914+2.7883j -11.5726+3.5258j 3.45718-0.99918j -15.1919+4.43925j 9.95488-2.91234j -6.49133+1.7401j -13.3799+3.51396j -5.03225+1.29329j 29.0216-7.49249j 22.1438-5.72181j -0.225853+0.0348146j -7.03562+1.63038j -2.08955+0.439253j 9.10549-2.07154j 30.5705-7.09305j 4.1228-0.807263j -26.1579+5.95916j 1.04444-0.126136j 23.9276-5.02364j -8.26365+1.83753j 2.1351-0.679748j 22.707-4.69585j -2.084+0.403192j 31.7729-6.51541j -1.10728+0.325843j 7.36849-2.03423j 7.73142-1.76211j 2.17126-0.21219j 14.4067-3.36568j -27.4318+5.27419j 4.14701-0.898773j 13.0094-2.26984j 7.89609-1.34444j 7.10621-1.46738j -13.7512+0.954712j -0.660163-0.202619j -6.18754+0.695009j -10.2564+0.386982j -0.968531+1.05528j 7.19197-0.286221j 1.64333+0.0648444j 3.25628-1.1571j 3.1297-2.31093j -1.52539+0.387574j -2.80974-3.11163j 
9.74593-0.793221j -51.5389+4.38527j 32.2523-2.36996j 98.0525-13.2195j -34.8941+5.7215j 122.218-21.4398j -25.9488+2.76465j 158.562-38.1938j 31.1891-7.5227j 9.07241-2.91242j -127.253+41.7574j -2.97642+1.4431j 103.428-56.9884j 6.70074-16.8183j -31.5845+42.6642j -19.4689+32.0154j 0.535151+9.37968j 9.93852+27.1227j -2.54317-32.2037j -94.5151-82.8151j -20.5282-18.1218j -104.23-29.7584j -95.7302-38.6451j 42.3583+0.38943j 70.6511+31.7504j 141.214+42.8782j -172.623-30.4599j -277.432-60.4286j 10.9184+4.28948j -265.047-49.7164j -146.014-22.0223j -255.547-39.661j -71.0984-12.4174j 153.132+12.5968j -281.545-32.5553j -138.529+4.66496j 57.3325+8.27804j -115.56-18.283j -567.111-2.87991j 252.876-1.47399j 228.738+2.3811j -937.77-23.2179j 767.048-10.2831j 277.811-0.643503j -1935.63+19.4028j 3837.37-11.398j -906.401+28.1957j 4640.85-7.24547j 6216.14-42.3427j -1865.54+10.9531j 7776.86+14.1544j -5278.87+5.82768j 3337.81+11.5541j 6899.58-11.5569j 2706.26-6.61346j -15120.6-10.6503j -11562.9-9.074j 136.269-5.56113j 3755.21+8.40248j 989.041-11.9225j -4688.38+1.48748j -15925.2-20.7143j -1979.32+9.02506j 13705+35.4338j -339.653+9.77665j -12400.2-34.4335j 4457.5+8.9444j -1202.26-14.9254j -11848.6-29.1671j 1097.76-11.1576j -16766.4-68.6324j 615.557+5.88233j -3718.2-37.8004j -4111.5-14.8297j -1159.02-10.3041j -7915.01-44.3578j 14981+70.3702j -2383.65-20.348j -7314.09-49.8408j -4384.19-15.0779j -4110.39-36.68j 7424.24+21.8432j 648.833+13.0609j 3373.1+54.1737j 5580.43+51.0809j 517.307+32.827j -3717.25-28.7125j -1241.29-16.0564j -1842.93-29.7136j -1092.73+12.2138j 640.637+4.6242j -82.5765-5.39371j 
-22.1063+1.72357j 117.508-7.34581j -73.0156+3.9007j -224.861+22.9862j 79.4129-10.3717j -279.953+37.4181j 59.9539-4.26645j -364.204+67.1221j -72.4103+13.1894j -21.4192+4.55928j 291.641-74.0331j 6.81868-1.98079j -240.006+99.7775j -15.122+31.8759j 75.33-76.3626j 47.4134-56.1649j 0.56814-17.5655j -19.9892-49.6754j 2.59569+56.5799j 206.392+147.572j 46.0765+33.9114j 233.635+54.6012j 215.115+69.7991j -97.1389-0.0997824j -156.892-57.6642j -314.479-78.3962j 390.428+55.0731j 624.832+109.534j -23.7238-9.32495j 595.552+92.3688j 330.166+42.3601j 576.379+69.7975j 163.657+22.7373j -348.485-23.5169j 638.033+61.0614j 314.525-10.6237j -129.501-16.083j 262.951+33.6476j 1289.03+4.42013j -574.108+4.19808j -519.832-6.19321j 2129.97+49.515j -1742.59+24.8711j -630.18+3.12813j 4395.7-47.692j -8716.13+32.1632j 2060.83-64.5135j -10540.7+24.5879j -14119.9+105.426j 4236.98-27.6088j -17663.8-20.4367j 11990.2-21.6868j -7582.7-21.0324j -15671.8+36.6652j -6147.2+18.6257j 34347+2.05578j 26264.9+6.60882j -309.076+13.6835j -8531.1-13.7435j -2246.47+27.3281j 10651.9-8.24326j 36170.4+27.979j 4497.53-22.0908j -31131.8-64.8185j 772.885-24.0652j 28163.2+63.3942j -10127.8-18.528j 2733.12+33.2822j 26912.1+53.0406j -2495.45+23.4377j 38082.5+139.567j -1396.33-10.6691j 8444.29+80.7907j 9338.8+29.3956j 2633.01+22.2061j 17982.9+89.8586j -34025.3-149.363j 5412.21+42.3385j 16613+104.874j 9961.18+37.6138j 9336.1+79.2491j -16861.2-46.5043j -1475.19-29.8598j -7662-117.087j -12678.5-110.641j -1174.96-73.8356j 8445.35+63.6226j 2819.99+34.5691j 4187.68+65.4954j 2481.58-27.7664j -1455.61-9.39626j 187.168+12.265j 
2.98823-0.514256j -17.32+1.41207j 10.6838-1.15393j 33.064-6.18919j -11.6084+2.46534j 40.9938-9.73954j -8.71903+1.17626j 52.4668-16.9894j 10.3755-3.85621j 2.90343-1.3139j -41.8608+18.4721j -0.904314+0.293534j 33.5104-25.5329j 1.86201-6.92583j -9.24295+18.9653j -5.44376+14.1816j 0.119985+4.20593j 4.86372+11.7635j -2.04363-13.646j -34.0315-35.6386j -9.65598-8.05744j -35.0249-12.654j -32.8116-16.8032j 13.9918+0.331764j 23.6371+13.8098j 48.0856+19.6865j -58.999-12.921j -95.0861-27.084j 5.32642+3.14196j -89.994-22.3066j -50.4927-10.0302j -87.2431-16.7544j -24.8104-5.48625j 51.7028+5.13487j -95.9739-13.8639j -46.9441+1.20503j 19.5762+3.25691j -40.1845-7.31535j -192.808-0.91973j 85.5656-0.104536j 77.4641+1.19832j -318.038-8.03133j 259.525-2.7024j 93.3181+0.0126259j -654.904+5.45298j 1299.65-2.64981j -306.824+9.25998j 1572.09-0.915744j 2105.17-11.2297j -631.886+2.72041j 2633.69+7.2668j -1787.51+0.112354j 1130.92+5.39032j 2336.16-1.19577j 916.758-1.60223j -5121.86-8.55262j -3916.57-6.78885j 46.0494-1.32531j 1273.29+3.45094j 336.095-2.9215j -1588.58-1.20475j -5395.37-11.2083j -668.892+2.6196j 4643.5+16.2617j -115.179+2.74241j -4200.35-13.1568j 1510.98+4.11013j -407.497-4.69894j -4012.96-12.4239j 372.686-3.66658j -5678.26-27.2364j 208.193+1.48832j -1259.22-13.6368j -1392.42-6.24466j -393.228-3.75999j -2680.36-16.5554j 5073.44+27.8552j -807.33-7.67533j -2478.23-19.4843j -1485.67-5.7013j -1391.72-13.1574j 2513.86+9.80462j 221.551+4.95362j 1142.37+19.0491j 1890.99+17.838j 175.854+11.7787j -1259.32-9.87177j -420.763-5.1832j -625.02-10.1359j -369.563+3.3773j 216.904+1.07014j -27.6207-1.86662j 
4.6083-0.651059j -25.0538+3.17898j 15.8252-1.7937j 47.5771-10.5315j -16.9128+4.62583j 59.243-16.6175j -12.9976+2.37711j 76.4721-30.0752j 15.1446-5.76635j 3.84085-2.60411j -60.865+32.4372j -1.35421+1.06961j 48.6242-43.5056j 2.0322-13.1991j -13.9179+32.3983j -8.81118+23.7545j 0.843685+8.97251j 5.52229+20.8969j -2.32086-24.2588j -48.7741-63.985j -10.5154-14.4897j -52.5184-21.7727j -47.12-29.4838j 19.8634+0.271431j 35.5098+24.1271j 69.9174+33.9828j -86.3558-22.8266j -137.46-44.8035j 4.99734+3.12919j -129.233-37.9987j -71.9158-15.8886j -125.361-28.3993j -36.0619-8.61058j 75.7226+8.41659j -139.605-22.6155j -67.7417+2.00257j 28.301+5.65416j -57.3878-12.5109j -278.324-2.31618j 123.854-0.395143j 112.345+0.842275j -459.62-12.6247j 376.177-4.51722j 136.304-0.104333j -948.525+7.52267j 1880.87-1.7758j -444.72+13.5798j 2274.4+0.894377j 3046.77-15.4003j -914.335+2.95111j 3811.48+13.9745j -2587.3-1.86884j 1636.67+8.39094j 3381.82-0.0306505j 1326.86-1.17246j -7411.31-16.8306j -5668.44-13.3047j 66.5752-3.5648j 1840.7+5.9261j 485.381-2.95968j -2297.93-2.54225j -7804.87-21.8894j -970.343+2.73177j 6717.95+26.7578j -166.764+5.26934j -6078.65-23.4435j 2184.46+7.41413j -589.022-8.98127j -5806.89-23.9289j 539.647-4.78906j -8217.99-44.9589j 301.686+3.17679j -1823.59-22.4139j -2016.34-8.28492j -570.31-5.70146j -3880.85-25.5198j 7341.02+43.364j -1168.52-11.8622j -3584.99-27.5824j -2149.59-9.5332j -2014.3-20.1709j 3637.18+14.1339j 318.222+6.41558j 1653.05+29.0505j 2736.56+27.4975j 253.788+17.1371j -1822.53-14.811j -608.582-8.49525j -903.93-15.3416j -535.247+6.5434j 313.972+2.48321j -40.3001-2.70029j 
0.909587+0.356362j -3.95-1.87825j 2.10554+1.34083j 7.89918+7.17706j -2.84839-3.08134j 10.044+11.0521j -1.84829-1.96238j 14.0165+19.6515j 2.96404+3.89191j 1.09621+1.62616j -11.5732-20.718j -0.698462-0.604749j 10.9317+27.8834j 2.04096+8.46778j -4.91269-20.2844j -3.87899-15.2682j -0.728596-4.15006j -1.62071-12.6945j 2.16293+15.8731j -1.90942+37.9936j -0.509905+8.65499j -5.81434+14.5027j -3.85797+18.7428j 2.56672+0.518466j 3.03869-13.7613j 6.03693-19.6123j -9.90017+13.5247j -16.3503+24.4267j 0.245872-1.99008j -15.2456+23.3668j -8.23902+9.99612j -15.6943+15.0709j -4.52947+5.15667j 10.4052-3.4609j -16.9935+12.4494j -9.45268+0.59157j 3.06584-2.39641j -6.58918+6.05674j -38.5961+1.66871j 17.1385-1.06697j 15.5313+0.6177j -64.2292+1.29107j 52.5596-2.02241j 18.7765-0.912338j -132.91+5.46828j 262.743-8.6018j -62.3791+2.63388j 317.797-9.72031j 426.03-14.1847j -128.051+4.44791j 532.592-13.182j -361.736+9.47775j 228.303-5.89542j 473.246-12.2154j 185.257-5.01463j -1036.42+23.4418j -791.187+18.1841j 10.2128-1.07128j 257.399-4.56934j 67.3916-2.62623j -321.624+7.77873j -1090.5+20.2484j -135.632+1.96727j 939.487-16.1386j -21.3902+1.12825j -850.199+14.1677j 306.608-3.81929j -81.7548+0.949936j -811.412+12.1344j 74.9038-0.57995j -1147.23+14.8448j 43.3543+0.477121j -253.664+4.12362j -281.221+3.3466j -80.4628+0.102921j -541.788+7.36691j 1026.17-10.1132j -162.433+2.08426j -501.088+2.78241j -299.866+1.79763j -280.839+2.98386j 508.286-4.91225j 43.7047-0.232898j 231.123-0.976518j 381.303-2.1474j 34.9856+0.22679j -254.062+0.827441j -84.4474+0.153918j -125.481-0.280189j -75.012+0.466557j 44.0518-0.151132j -5.7462-0.316626j 
11.6998-0.600119j -62.5997+1.81801j 38.7215-0.408566j 119.596-4.97335j -42.4904+1.75853j 149.653-8.50919j -31.3786-0.0935917j 194.8-15.749j 38.7355-3.31996j 11.4535-1.66547j -156.428+17.6279j -4.26744+0.479852j 129.306-23.7572j 8.45788-8.29864j -40.8637+19.4938j -26.1402+13.8508j -0.381882+4.5559j 10.0211+11.9494j -1.57578-14.9186j -107.951-38.5244j -23.9979-8.48003j -121.895-14.4176j -112.791-18.7372j 52.911+1.68645j 82.6888+14.7091j 167.122+20.7196j -206.022-15.4346j -331.7-30.9718j 12.1708+2.16772j -314.529-26.6548j -175.172-12.6297j -304.693-21.9193j -86.279-6.68971j 185.196+9.50235j -337.859-18.8649j -166.949+5.62295j 67.9145+5.5388j -138.488-11.7117j -684.326-0.820229j 304.305-3.73445j 276.07+3.35906j -1130.61-22.9487j 924.921-13.6552j 334.231-2.0193j -2334.57+28.8469j 4626.46-24.728j -1093.92+35.751j 5594.58-22.0546j 7494.62-66.5849j -2248.8+17.2204j 9375.07-2.86591j -6364.1+20.3279j 4025.15+4.93489j 8319.15-30.4213j 3262.89-14.1889j -18230.3+21.5471j -13941.2+14.2619j 163.043-5.04707j 4528.34+2.56025j 1192.74-16.062j -5654.53+10.2905j -19199+7.38283j -2387.59+13.5764j 16525.1+15.2954j -410.942+12.0379j -14948.3-17.9146j 5376.11+4.32666j -1450.05-16.5801j -14285.9-15.2255j 1324.76-15.1913j -20212.8-55.5027j 741.883+5.22052j -4480.82-37.6323j -4955.87-11.1394j -1396.57-8.99505j -9543.92-37.9037j 18060.3+63.8691j -2872.06-20.0949j -8818.6-47.2183j -5286.82-16.2529j -4955.93-37.9927j 8949.09+19.8645j 782.645+14.635j 4066.56+58.9678j 6729.44+54.73j 622.961+37.6921j -4481.78-29.9989j -1495.83-17.0121j -2221.95-33.1423j -1316.75+14.9675j 772.627+5.00891j -99.28-6.40398j 
-6.88665-0.119387j 36.3745+0.917031j -22.3151-1.05981j -69.4566-3.94141j 24.4465+1.43811j -86.6058-6.00128j 17.8605+1.61628j -113.098-10.7474j -22.4951-2.27624j -7.10899-1.86925j 91.1156+10.9437j 2.60592+0.386093j -75.1477-15.3141j -5.89568-3.50923j 24.3595+10.752j 16.5238+8.71063j 0.559074+2.94152j -5.49471+6.94657j 0.478245-8.54854j 62.2187-18.6389j 13.7274-4.50233j 70.9944-5.22698j 64.9072-9.75632j -29.3522-0.477224j -47.2849+7.35596j -94.7122+10.1662j 119.524-5.46232j 191.339-9.70723j -7.53304+1.63296j 181.006-8.11332j 100.694-2.35467j 175.571-4.04045j 49.8626-2.66106j -107.276-1.6308j 194.521-2.59566j 96.4484-3.5003j -39.6871-0.959954j 80.5146+0.276859j 394.131-1.3044j -175.158+3.30047j -159.437-2.858j 650.925+10.2864j -533.089+9.35677j -192.774+2.36016j 1344.82-19.554j -2665.39+20.9702j 629.944-21.5529j -3223.4+20.9057j -4318.14+49.4991j 1296-14.1522j -5401.02+14.356j 3666.81-20.6826j -2318.9+1.94533j -4793.24+28.5595j -1879.82+11.955j 10503.5-37.1205j 8030.43-28.3002j -93.7921+3.09476j -2608.81+3.81364j -687.976+11.4004j 3258.26-14.3048j 11062.3-27.2173j 1375.36-10.6425j -9520.52+10.7161j 235.537-8.8697j 8612.65-7.01493j -3096.49+3.51665j 835.036+6.47515j 8229.49-8.81624j -764.017+7.85162j 11647.2+10.9907j -425.072-0.232383j 2582.37+15.1936j 2855.61+1.79641j 803.661+4.78211j 5499.34+11.5541j -10403.5-18.6881j 1654.62+8.75761j 5081.25+18.8462j 3046.17+4.60469j 2855.02+17.4762j -5156.23-4.47995j -450.924-7.23587j -2343.05-30.0919j -3876.91-25.3808j -359.016-20.1317j 2581.79+14.4708j 862.312+8.77289j 1280.3+16.8609j 758.687-8.70826j -444.514-2.45491j 57.1796+3.53787j 
14.4082-0.795961j -76.7845+1.86124j 47.7352-1.10611j 146.969-5.46027j -52.0806+2.52761j 182.951-9.76787j -38.2915+0.714166j 238.644-17.2871j 48.3441-3.54644j 13.5169-1.36317j -190.953+19.6229j -4.37293+0.656941j 157.891-27.3918j 10.1068-9.55625j -50.0723+22.335j -31.9017+16.5456j -1.06668+4.76788j 12.3745+14.4874j -1.73508-15.2979j -133.419-42.3908j -29.9164-8.96708j -152.638-18.1651j -138.328-20.251j 62.6368+0.820452j 103.136+17.0172j 206.209+24.0124j -253.444-18.4444j -407.263-35.4774j 15.2183+1.87385j -387.384-30.144j -215.21-13.9327j -375.248-24.8832j -106.255-6.96638j 226.015+10.5075j -415.351-21.9042j -205.096+6.69092j 84.0251+7.3089j -171.288-14.0501j -840.329-0.499686j 373.903-4.455j 338.552+4.36042j -1387.41-28.328j 1135.45-17.4577j 410.829-3.27685j -2864.77+36.3271j 5680.68-30.2169j -1343.2+44.1884j 6869.58-27.5636j 9200.94-83.7108j -2761.35+22.1015j 11510.5-5.41334j -7813.96+26.5719j 4940.61+4.98488j 10212.3-38.5475j 4006.27-17.6831j -22381.2+28.2849j -17115.1+20.0371j 201.69-8.90544j 5559.44+0.622991j 1464.19-21.324j -6942.18+14.1705j -23569.8+12.4583j -2931.13+18.0172j 20287.9+16.7888j -503.163+15.523j -18351.9-18.0928j 6601.43+3.97823j -1779.34-18.8715j -17536-14.2714j 1626.67-16.969j -24816.5-64.7775j 907.364+4.84514j -5501.53-44.8108j -6085.81-11.9525j -1716.3-12.6279j -11717.7-46.5137j 22173.4+75.5779j -3525.69-25.5937j -10825-57.4917j -6490.89-18.4228j -6083.77-44.5637j 10987.4+22.91j 960.544+17.175j 4991.65+71.6864j 8261.35+64.8394j 764.047+46.5319j -5503.08-36.8954j -1837.61-20.9577j -2728.4-40.097j -1616.69+17.9549j 948.667+6.0058j -121.926-7.34053j 
-13.9181+1.08046j 73.0608-2.43279j -45.5955+1.63802j -139.522+7.16825j 49.4735-3.62173j -174.8+12.4216j 36.3103-0.824267j -227.644+22.7264j -44.9487+4.02363j -12.644+1.52186j 182.447-26.1647j 3.88904-1.07792j -150.298+34.9758j -9.47279+11.238j 47.863-26.9003j 29.302-20.1088j 0.696748-6.12952j -12.2003-18.2881j 1.9154+20.1363j 127.943+54.3145j 29.2313+12.1834j 145.385+21.0432j 132.977+25.9195j -61.3119-0.892986j -97.8458-21.8547j -196.401-29.9241j 242.489+21.4483j 390.951+42.5776j -13.957-3.5651j 371.25+35.2994j 205.649+18.3811j 359.347+28.3282j 101.693+8.15642j -216.657-11.2575j 396.98+24.4848j 195.947-6.29818j -81.209-6.85204j 163.414+16.2071j 803.883+1.4494j -358.46+4.00374j -323.73-3.95041j 1327.73+27.7722j -1086.42+16.8671j -393.195+3.52263j 2741.46-34.0977j -5434.78+27.6162j 1284.1-41.848j -6571.65+24.225j -8802.46+77.4381j 2640.98-20.5887j -11010.9+1.81245j 7475.11-21.684j -4725.83-7.38179j -9770.61+33.576j -3831.52+15.1111j 21411.9-23.2099j 16373.1-15.1159j -192.195+6.23421j -5318.26-3.19457j -1401.07+19.6022j 6639.67-12.9467j 22549.8-5.01085j 2805.02-17.2523j -19406.9-21.435j 481.375-14.8867j 17556.4+21.3557j -6314.58-5.35295j 1703.81+18.6403j 16776+18.4404j -1556.92+14.7643j 23740.9+68.6465j -869.478-4.21344j 5263.29+43.313j 5820.92+12.4969j 1641.04+12.9888j 11210.2+46.4965j -21210.7-76.2548j 3375.33+22.4956j 10357.7+57.2211j 6209.21+18.2766j 5821.21+44.3452j -10511.8-22.4133j -918.832-17.3618j -4775.44-69.7238j -7903.2-63.0584j -731.922-43.5046j 5264.5+35.7699j 1758.12+19.8557j 2609.76+39.5516j 1547.01-17.7112j -907.997-5.7577j 116.509+6.89691j 
-6.5232+0.624125j 34.0373-2.69448j -21.1974+1.36157j -64.737+7.5113j 22.904-3.12386j -80.7707+12.1337j 17.124-1.47668j -104.163+21.4404j -21.0574+5.09797j -5.88947+1.53406j 82.6505-23.0918j 2.37668-1.14777j -66.9695+33.3434j -3.5094+10.138j 20.1638-24.5019j 11.6221-18.0722j 0.803336-5.18049j -6.61001-16.6007j 2.33509+18.6625j 65.3424+48.1282j 13.8977+10.8827j 69.6022+17.1295j 65.561+22.5785j -28.8198-0.371006j -47.5807-18.1293j -94.3036-25.0748j 115.148+17.0846j 186.492+35.3377j -6.66431-2.34062j 175.901+30.0703j 99.3584+13.8283j 170.838+22.0303j 48.2763+7.22727j -102.433-6.99645j 187.604+19.0823j 91.4619-3.12235j -38.1159-4.60654j 77.6188+11.0465j 377.284+1.89063j -168.151+0.892194j -152.25-1.47283j 623.457+14.9531j -509.851+7.04973j -184.766+0.877083j 1286.68-13.819j -2550.46+9.16458j 603.033-19.4735j -3084.86+6.81531j -4131.66+29.9833j 1239.98-7.45843j -5169.73-6.82919j 3507.61-7.09915j -2218.71-5.55919j -4585.52+9.47309j -1799.04+4.5802j 10050.3+2.42239j 7684.97+2.6269j -91.652+3.02389j -2494.88-5.52642j -657.329+8.18271j 3116.21-1.47829j 10584.7+8.91385j 1315.42-5.363j -9110.19-21.1048j 225.631-6.13198j 8240.79+18.1004j -2963.63-6.09196j 798.167+8.49302j 7874.83+16.6193j -728.935+6.03199j 11145.1+42.5164j -408.3-3.16427j 2471.72+24.9525j 2732.09+8.45982j 771.336+6.75031j 5262.06+26.181j -9955.31-43.6888j 1583.52+13.9294j 4862.17+32.2239j 2914.55+10.9446j 2733.51+23.5982j -4932.89-14.1414j -431.713-8.51555j -2241.84-34.4878j -3709.74-32.6807j -343.374-22.1912j 2470.87+18.7287j 824.66+9.75763j 1225.48+19.8528j 726.001-8.10961j -425.763-3.28279j 54.7061+3.26214j 
2.28222-10.2584j -12.7481+53.0285j 7.71678-32.7624j 25.0699-100.62j -9.123+35.702j 31.5876-125.754j -6.97309+26.0799j 40.9907-164.021j 8.19063-33.1733j 2.74048-9.51249j -32.216+132.244j -1.10736+2.25592j 25.7268-111.025j 0.148168-8.97391j -8.14359+36.4496j -4.78539+22.4891j 0.106681+0.824625j 3.9409-6.90406j -0.888221-0.476951j -25.4077+86.9944j -5.77608+19.1099j -27.7345+102.266j -24.4636+92.9404j 11.4828-43.6287j 19.3928-68.6143j 37.4716-136.937j -44.2676+170.548j -73.8508+274.157j 1.83538-9.50711j -69.8695+261.471j -40.2505+145.284j -68.92+253.416j -19.4542+72.2853j 42.5899-153.496j -75.9735+281.154j -28.6016+141.175j 17.6137-56.6026j -34.1783+115.138j -139.204+572.869j 57.9043-255.507j 60.0625-230.867j -248.72+941.326j 176.145-777.911j 65.7067-280.828j -449.692+1961.4j 918.942-3882.28j -192.059+923.471j 1117.9-4693.16j 1465.59-6295.13j -441.571+1887.83j 1901.17-7857.28j -1275.16+5336.84j 821.06-3370.12j 1663.83-6976.89j 650.462-2736.07j -3685.05+15280.3j -2820.39+11683.3j 29.0166-138.826j 921.217-3796.29j 229.181-1002.96j -1139.82+4739.44j -3895.78+16089j -472.734+2001.71j 3371.95-13841.5j -73.3676+346.538j -3053.03+12521.2j 1096.66-4502.91j -307.306+1212.36j -2916.73+11964.7j 258.989-1113.92j -4156.18+16925j 154.187-620.092j -940.077+3748.13j -1019.14+4152.38j -291.523+1168.56j -1971.73+7988.38j 3726.57-15119.2j -601.378+2401.81j -1834.67+7378.64j -1089.14+4425.14j -1039.82+4144.49j 1837.91-7494.96j 171.079-652.488j 876.432-3395.39j 1414.47-5627.64j 157.564-514.152j -938.245+3749.8j -318.96+1250.68j -479.599+1855.16j -255.805+1105.98j 161.523-645.525j -25.567+82.1096j 
9.07148-0.170243j -47.7276-0.498099j 29.6865+0.443126j 91.4804+1.59039j -32.6326-0.253393j 114.412+1.1527j -23.6077-1.02262j 148.651+2.08287j 29.6998+0.527424j 8.45948+0.189405j -119.511-1.12698j -3.09611+0.0828153j 98.5318-0.493331j 7.59021-0.907747j -32.9271+1.30909j -20.1188+0.847446j -1.30975-0.0266712j 8.66872+0.956985j -0.592645-0.618584j -81.747-4.64353j -18.68-1.07636j -94.2446-3.82232j -87.1306-3.42486j 38.8118+1.57108j 63.0443+2.04451j 125.92+3.59218j -157.221-4.80382j -254.472-8.05784j 10.0508+0.245611j -241.138-7.84116j -134.121-5.00487j -233.691-8.22459j -66.3941-1.98991j 141.111+5.44015j -258.775-8.43918j -127.813+2.76085j 52.4082+3.38538j -106.861-6.63062j -523.775-5.27927j 233.156-0.746294j 210.873+5.40032j -864.367-25.257j 707.632-3.71221j 256.219+0.244471j -1785.44+5.04665j 3539.05+16.1591j -836.51+18.8873j 4279.52+25.2193j 5732.97+5.07883j -1720.37-3.57187j 7171.17+67.839j -4867.96-31.8841j 3077.78+33.542j 6363.47+40.7144j 2495.5+14.2639j -13941.9-121.617j -10663.7-93.6376j 126.535-3.57286j 3465.08+36.5045j 912.034-4.33204j -4322.99-34.8816j -14683.8-141.673j -1826-7.06114j 12638.1+136.789j -314.052+7.25213j -11433.3-127.657j 4111.83+44.5089j -1109.18-23.6328j -10925.2-123.36j 1013.16+0.323734j -15458.7-197.099j 567.445+9.53484j -3426.52-61.9994j -3792.45-46.6086j -1069.19-18.6738j -7300.43-103.417j 13810.8+188.673j -2196.68-37.4225j -6744.3-104.501j -4043.15-54.2974j -3789.9-67.0007j 6845.2+85.48j 598.604+16.5534j 3109.04+75.9212j 5145.93+93.7623j 475.709+32.7616j -3428.01-58.6559j -1144.67-25.0691j -1699.58-42.7034j -1007.47+0.128386j 590.976+9.99018j -75.939-5.1778j 
-6.43172-0.298987j 34.3117+2.18065j -21.0453-1.44721j -65.3552-8.39576j 23.0565+3.1381j -81.4068-12.6253j 17.245+2.61575j -104.428-22.5276j -20.4907-4.40849j -4.63844-2.48827j 83.9938+24.2624j 1.30626+0.852247j -67.7604-31.5084j -4.22147-7.75937j 20.0086+22.6149j 12.3199+16.9818j -0.232243+5.67703j -8.13167+14.1952j 2.08566-17.237j 64.9835-42.7189j 13.7642-9.58023j 69.4115-13.2078j 63.9009-20.1855j -27.833-2.10435j -48.5088+15.6181j -94.3393+20.7084j 116.054-13.7519j 186.73-26.7255j -7.78247+1.99387j 177.604-21.3315j 98.0897-7.56288j 170.615-14.6216j 48.9196-4.32458j -102.806+1.15448j 188.377-10.1398j 92.002-3.0895j -38.2787+0.643128j 78.0836-3.08659j 377.405-2.36945j -168.17+3.87785j -151.987-3.35617j 623.372+7.76813j -510.415+9.94317j -184.829+3.30654j 1286.59-21.5935j -2550.82+24.8051j 602.865-22.2719j -3085.03+25.5046j -4133.17+53.3025j 1240.16-14.6947j -5168.34+23.4197j 3510.44-24.9567j -2218.08+6.15845j -4587.82+35.6069j -1799.09+15.2881j 10050.5-49.3002j 7686.37-36.0479j -91.3599+3.85321j -2495.92+7.05918j -657.606+12.8026j 3117.47-17.7259j 10586.4-40.2385j 1317.56-11.2152j -9110.11+21.2388j 224.522-5.99138j 8240.74-15.6562j -2963.46+6.66605j 798.974+4.66496j 7874.98-16.0037j -730.996+7.2674j 11143-2.41071j -408.889-1.50093j 2470.52+10.6137j 2731.02-2.11003j 771.221+2.85818j 5260.42+5.88115j -9955.02-8.71611j 1583.88+5.93066j 4860.33+13.419j 2913.53+3.24993j 2730.74+13.8616j -4933.83-0.444331j -431.552-5.7978j -2240.71-24.8656j -3709.13-20.5628j -343.516-18.4342j 2470.28+12.2798j 824.922+7.73216j 1224.94+15.1334j 725.919-8.09615j -425.505-1.71634j 54.3251+2.9811j 
